review_id,business_id,stars,user_local_stars,user_local_n,tourist_stars,t_n,business_stars,b_n,user_category_stars,user_cat_n,user_ambience_stars,user_ambience_n,user_good_for_stars,user_good_for_n,user_price_stars,user_price_n,business_city,user_id,user_city
AfR64GNkGTrvwV3oSZaZaA,4W2Ucl0d0_EK1HNYPIo88w,4,3.54838709677419,124,3.54838709677419,70,3.63087248322148,298,3.79607907670085,32855,3,9,3.51288659793814,109,3.40845070422535,71,Charlotte,AMaiA4EVbEQ4tm1FsYPdbg,Las Vegas
afY74QA7JwFiGm8ho9uVcw,YNQgak-ZLtYJQxlDwN-qIg,5,3.1304347826087,23,3.1304347826087,2338,3.67468581687612,2785,3.41433734466583,2554,3.85714285714286,7,3.33004385964912,36,4.25,4,Las Vegas,IIed4GFtBNbn7HWPy-4VLg,Phoenix
AfzoJr1MwTc259WHCKDdVA,yXBo7Wgos9B-KzkYSMrNJw,5,3.33333333333333,18,3.33333333333333,31,3.84545454545455,110,3.62060278310669,6971,3.4,10,3,3,3.375,8,Madison,yE1EwlvQ8eTH3MZ6NzFflA,Pittsburgh
aG3xIadVIXlYuWLwMQQFyA,WNy1uzcmm_UHmTyR--o5IA,4,3.72321428571429,112,3.72321428571429,212,4.42543859649123,912,3.67408685589897,51375,3.75,72,3.70822695035461,169,3.82608695652174,46,Phoenix,iQTOwoJxHobk4kidfUIW9Q,Las Vegas
AGFEJ_kEJ2f_b96SWvXrxA,4bEjOyTaDG24SY5TxsaUNQ,3,3.48148148148148,54,3.48148148148148,3315,4.15079529022929,4841,3.8025234670635,20711,3.5,2,3.45439189189189,57,3.60869565217391,23,Las Vegas,iKDDbFu1lyA8-CVlGLFHcw,Phoenix
agfoItY0jVHN1W5ZIk1E9Q,4bEjOyTaDG24SY5TxsaUNQ,5,3.66666666666667,15,3.66666666666667,3315,4.15079529022929,4841,3.8025234670635,20711,3.66666666666667,0,2.46428571428571,26,3.45454545454545,11,Las Vegas,EOpcJ25dLCt8YGJ95ENzSA,Phoenix
aGfQJs69JRulyMkk7OvM1w,keqILBs4H-gYTwxpJ07kNw,1,3.3,10,3.3,3,3.05882352941176,17,3.83473452367131,1803,3.3,0,3.75,9,4.5,2,Las Vegas,BILM1CH7L7xOxHrqlkxJ8w,Phoenix
Agh6VCzpJSwere4Ybq5fpA,HbUQ_3dlm3uCacmhTEMnuA,4,3.58823529411765,17,3.58823529411765,1143,4.06346025384101,1497,3.7772660530924,26144,3.58823529411765,0,3.6875,12,3.58823529411765,0,Las Vegas,PjSjKd53V9yOkIbGGhFI5g,Charlotte
aGlLWbwknvbzVMkGotUTZg,Xbl4TSn3pGhuXUzlJe8KWQ,4,3.77272727272727,22,3.77272727272727,3,3.33333333333333,6,3.91320075992758,4616,3.77272727272727,0,3.9,10,3.75,8,Edinburgh,oSA746-4MCJpWorJkzxqpQ,Madison
aGPjruIgouY1dmNMRN_hUQ,2QtowmXBL6-4KMpfavljbw,5,3.71428571428571,28,3.71428571428571,136,4.40167364016736,239,3.80795683560993,15400,3.75,4,4.30519480519481,18,4.16666666666667,6,Las Vegas,Yhlx0ob3UDz2PcJRat2QgQ,Madison
AgQto54zEniZ-v8qf2eplg,qLa_684GMvVfR4WNHshQSA,3,2.71428571428571,7,2.71428571428571,244,4.37894736842105,570,3.7728033319468,12708,2.71428571428571,0,2.91666666666667,9,5,1,Las Vegas,r9I6cp8GIFdp_je11eIRsw,Phoenix
agR6WqDucTGAyin9ZP4Cfw,QRXv7Jvq_SuiiT_SKvbdig,5,3.08333333333333,12,3.08333333333333,532,3.9679802955665,812,3.69933794614424,73467,3.08333333333333,0,1.83333333333333,3,3.08333333333333,0,Las Vegas,wvNxeGuJRn5jDR-_kzf9cA,Charlotte
aGraDRndqiOc59hTszeY5g,HbUQ_3dlm3uCacmhTEMnuA,5,3.20779220779221,77,3.20779220779221,1143,4.06346025384101,1497,3.7772660530924,26144,2.6,5,3.12794612794613,60,3,1,Las Vegas,T_kMEgHqIqwbHR_7yhqWFw,Charlotte
AgSFREvipREWbhjKJNesqw,NxsCqQCpofRx08m535JYIA,5,3.5625,16,3.5625,234,3.69304556354916,417,3.98013513394811,1618,4.2,5,3.58333333333333,24,3.5625,0,Las Vegas,Up75EsxMwvYnHSxUrlDxeA,Phoenix
Agtg8jeSSW_eNqp-CDlnTA,aYAlzKHwXQn6JNLweRnZjQ,3,3.33333333333333,12,3.33333333333333,65,3.36919831223629,474,3.67112114211021,45281,2.66666666666667,6,3.27678571428571,15,3,6,Las Vegas,NVZ_DCjzJhflzwsMtcF9PA,Phoenix
AGzNhhWLwkiDs9kOd5Hmrw,xHe6WBPFINEHUIeq_5yEHQ,4,3.94117647058824,68,3.94117647058824,8,3.08450704225352,71,3.65925480380758,15329,3.93333333333333,30,4.16495726495726,58,4,13,Phoenix,lnC9XVK5emmxiu85b6-jOA,Las Vegas
Ah_MUdeS9Nhh5yqfrXpAeg,5GKbGn9-fAgQ0njSh3OJ8A,5,4.53846153846154,117,4.53846153846154,784,3.49047619047619,1050,3.72481351260583,74660,4.52173913043478,23,4.52543995859213,163,3.5,2,Las Vegas,sDyaN_3DEZyhnJPUFIwoEg,Phoenix
Ah-AIPWBreoAOCCv56SVCg,cmv6wUUe-H0xRiFEY0__iQ,5,3.54166666666667,24,3.54166666666667,233,3.9413988657845,529,3.79707301356934,19953,5,1,3.39052287581699,30,3.5625,16,Madison,thlVIc8s6ZCP37UGMf3yDA,Phoenix
aHhiTFhPZj4_IGj8soJbxA,RhbOa-Ft3sZB4B_1j5LfyA,3,3.41389290882779,691,3.41389290882779,438,4.5293542074364,1022,3.81032777620269,22919,3.39516129032258,372,3.4084274952919,603,3.47826086956522,115,Las Vegas,3gIfcQq5KxAegwCPXc83cQ,Phoenix
ahlMthIC2NqTuB_R0R0m0Q,Crd82TFkF-cF5WF_qKuJ4A,4,3.3,10,3.3,141,3.73983739837398,246,3.82234603927166,25187,3.125,8,2.5625,9,3.14285714285714,7,Las Vegas,RLODsM-ZUBb_D26eo_ncwQ,Charlotte
ahlvMUJcdJiKDSny4ai_Ig,QbmcCE_cLq4WO8ZMKImaLw,2,3.47747747747748,111,3.47747747747748,1928,3.875,2600,3.79607907670085,32855,3.64705882352941,51,3.54247104247104,100,3.67924528301887,53,Las Vegas,o2CGc1kQHEFkYOECM3NFdg,Phoenix
ahMwZh3hd7N6EuAuDRbhBQ,-zIIYtZMuFPBXI22kL0KXg,3,3.83695652173913,184,3.83695652173913,9,2.3,10,3.96910347847848,1464,3.83695652173913,0,3.79775280898876,89,3.9375,16,Las Vegas,kWkgwRxqWD-h260dMTkHUA,Pittsburgh
aHPKFOMD2P2RgIGuQ-VrZw,9dPoiTOZF1j5pW_S3Fu-8Q,5,3.88095238095238,126,3.88095238095238,20,4.16312056737589,141,3.61753781073746,18899,3.89814814814815,55,3.92410213243547,116,3.85714285714286,63,Phoenix,0RAmuyzHyrxhMSwAX-Hycg,Las Vegas
ahpUtLhViOWqd5CYFfwfVA,jmgKs7CTqSWWwJnFnPIf4A,4,3.22222222222222,27,3.22222222222222,319,4.11313131313131,495,3.64384440723614,51546,3.0625,16,3.50144927536232,39,3.125,16,Las Vegas,frm67YsEcoZRU1gIqQQj2A,Phoenix
AhqFPp6YvUfrXXd2_xaMlg,5Uvo_vzHI0Qm5faswlMfpQ,5,3.93103448275862,29,3.93103448275862,80,3.66863905325444,169,3.8228969819746,12535,3.93103448275862,0,4.5,12,4.5,2,Las Vegas,UGDNklh3pwBsJON4uQcyGw,Montreal
ahx8qax0fJdQ2c_kAr-VKw,iXA8Y2bzvZo8MjALfZxrIg,5,3.93684210526316,95,3.93684210526316,642,3.46517119244392,847,3.6163532209764,63633,3.93684210526316,0,3.78362988437002,114,4.09433962264151,53,Las Vegas,NAohdbmsThewbeUkMMBohg,Phoenix
AHylhrV4-vTEv3-vMZGEPg,EnKI5w-x0_ZPAS_3QPYFtQ,4,3.60416666666667,48,3.60416666666667,54,4.15837104072398,221,3.69480872845801,59118,4,3,3.59470636889992,70,4.4,5,Las Vegas,dUrVJl5qi2CJWff7s8HJNw,Phoenix
ahZq1CiC0hEPaKVn_yWV3w,aJXTOpOX9M81YkS4LnWXqQ,5,3.93181818181818,132,3.93181818181818,2,4.24,25,3.62060278310669,6971,3.89655172413793,58,3.78565062388592,100,3.78260869565217,23,Las Vegas,C5hDZleIfHtcXS9p4ZYBuA,Phoenix
ai1cg4c5kAjzi6naMMGHfQ,YJJ1eOz1gdh_bSy8DKmaNQ,3,3.90909090909091,11,3.90909090909091,22,4.02970297029703,101,3.8228969819746,12535,4.33333333333333,6,4.125,8,4.25,4,Las Vegas,UH24EkHAjhR7qZ2Ip1lh6g,Phoenix
AI1PMO9wcmpq1YdUyoILqw,lliksv-tglfUz1T3B3vgvA,5,3.77955271565495,313,3.77955271565495,1457,4.23565827486587,2423,3.81676598881631,3914,3.86842105263158,152,3.80823970037453,422,3.84343434343434,198,Las Vegas,Kqvfep2mxS10S50FbVDi4Q,Phoenix
AI3inrnZGSurkynMmQirXQ,IyCwqORkMSmK4mAgAFHgnA,5,3.47058823529412,17,3.47058823529412,327,4.35882352941176,680,3.80860718743262,2097,3.5,8,2.66666666666667,16,3.5,10,Las Vegas,vO14FeLhQf2Vz1u2KtYIRg,Phoenix
AibOuFaCBr8hiDTtqYJVOg,hsRwhrj0zPJWm_5Z3ZemMw,5,5,3,5,169,3.9018691588785,428,3.69039992993647,66536,5,0,2.5,2,5,2,Las Vegas,YucpeApbpW1NM7MdgEYyVw,Phoenix
AICsFxvlMBs2JrZAg7CGKg,N50HceZf1595UtU867u4uQ,3,3.28571428571429,21,3.28571428571429,532,3.74393530997305,742,3.88138493114221,977,4,2,3.39583333333333,28,3.28571428571429,0,Las Vegas,r8xfTpifZ7gP5Cd5CSQaIQ,Phoenix
AIh7mJkLtgK085A81hQsXA,PXviRcHR1mqdH4vRc2LEAQ,5,4,19,4,891,4.12242945958871,2091,3.63462667895419,8882,3.83333333333333,6,4.33333333333333,18,3,4,Las Vegas,EgmVpe6GpB_gR8iVJbWSjQ,Phoenix
aimFUFMZoSbkjMbfoGViNA,4bEjOyTaDG24SY5TxsaUNQ,4,2.11111111111111,9,2.11111111111111,3315,4.15079529022929,4841,3.8025234670635,20711,1,1,1.4537037037037,17,2.33333333333333,6,Las Vegas,O3ZDghrrJoMAMi8OlHofeg,Phoenix
aIMJa9QA6FCqZaaRMU21vw,tFU2Js_nbIZOrnKfYJYBBg,3,2.82051282051282,39,2.82051282051282,2016,3.99152542372881,2478,3.81905774746589,15868,2.82051282051282,0,1.39393939393939,33,2.82051282051282,0,Las Vegas,LJPvRgTZWHlwpaYBauOOkw,Phoenix
Ainx6uCq1gniF18U3iad0Q,2e2e7WgqU1BnpxmQL5jbfw,5,3.70175438596491,57,3.70175438596491,3094,4.28699551569507,3791,3.82744293524137,10017,3.79310344827586,29,3.81634615384615,66,4.05,20,Las Vegas,mbJCCaGu3BU9MuGUiG0pRA,Phoenix
AIO53HInekRedPyaFvz_Xw,q_BKmbdlYfQJroJVHfYMUQ,4,3.7741935483871,217,3.7741935483871,18,4.19047619047619,63,3.8228969819746,12535,3.72093023255814,86,3.72639339119523,204,3.72916666666667,96,Pittsburgh,lpZtfD-vCqUER1yGKEvUPw,Charlotte
aIpNP7OdVq0vz4QYTNGSDg,65_YeaivbdWNk1ZHiAI77w,4,3.78787878787879,33,3.78787878787879,103,3.18831168831169,154,3.73312299882959,5501,3.58333333333333,12,4.25865800865801,51,3.6875,16,Las Vegas,HpKLR1mrb634jCnTXQr3aA,Phoenix
aipXLlmquGWYagF63Uxhog,AARPDt5fBYkxoTLSQiNZLw,4,4.13333333333333,15,4.13333333333333,13,3.73949579831933,119,3.8228969819746,12535,4.13333333333333,0,3.70833333333333,7,4,1,Phoenix,VJIwFsZ7-udXymDm2inE0Q,Edinburgh
AiQfUjGGMxu1IKu36yUuPg,Zx8_4zKdDBSO3qGrkukBIA,3,3.68421052631579,38,3.68421052631579,219,4.00787401574803,762,3.65321858790916,26815,5,1,3.59615384615385,39,3.5,10,Phoenix,jQa9J5RWaXtNGYM2G7t3rA,Las Vegas
AIqHjuSQ1-0k89n-M_TkOg,LTMEAdWM4m5tIDCSrkALIg,1,3.38297872340426,47,3.38297872340426,157,2.72774869109948,191,3.8924975412955,2369,3.31578947368421,19,3.31258023106547,60,3.44,25,Las Vegas,ykTUd9nIYDkQYhpntgcTVw,Phoenix
aIR5wvZ8dQaEjQBgk-7BpA,4UVhuOLaMm2-34SrW8y-ag,5,4.66666666666667,9,4.66666666666667,499,4.052734375,1024,3.73955750216207,6706,5,5,4.875,9,4.83333333333333,6,Las Vegas,_fbvlajq2-rkZpu_n2FeHA,Phoenix
aivGSrojQoKHg1Hd6a-4RQ,d8FP2gvMoeiiIa5mdn8jZg,4,3.53703703703704,54,3.53703703703704,82,3.26291079812207,213,3.41433734466583,2554,3.51851851851852,27,3.37840909090909,81,3.67567567567568,37,Las Vegas,rR5W8Bj-IGu6sw1_1v4m7g,Phoenix
aIW0oGhzWSwZygERFPtqLg,yxxLFua918P53BQADGCSCw,3,3.91666666666667,48,3.91666666666667,162,3.64259927797834,277,3.72497473509843,71770,3.83333333333333,24,3.76704545454545,41,3.82142857142857,28,Las Vegas,EKJoaKmVfNiVb2pcL31LxQ,Phoenix
aIx4-ggpfv2gQEJ7dDnF-A,53YGfwmbW73JhFiemNeyzQ,5,3.57142857142857,14,3.57142857142857,242,4.13351498637602,734,3.83298924319356,37380,2.8,5,3.65384615384615,26,3.66666666666667,6,Phoenix,4qGR9kNFDYQ4mQREG0aRJA,Las Vegas
aIxYtzepCq-R9B5RwFmaiw,vwM1i7TB3b75Oy8QW9A0Ug,1,3.35,20,3.35,18,2.45833333333333,24,3.60425343724692,13764,3.35,0,3.60714285714286,15,3.2,5,Las Vegas,ysg-bL8JKUcnJ1ks5RB2pQ,Phoenix
AizhXUCrVnePpLfAyf0HBg,VBhgkRUNe9gjc1HpmHA3Zw,3,3.66037735849057,53,3.66037735849057,15,2.74528301886792,106,3.65925480380758,15329,3.72413793103448,29,3.79649390243902,57,3.60714285714286,28,Phoenix,zV-m715h7mTBwSORtn2tQQ,Las Vegas
aiZW1M1yfsLNQ49vBvCYbA,BqrTtox0JbG-P_DKBB5bBw,5,3.73611111111111,72,3.73611111111111,1263,3.84506242905789,1762,3.59716472597511,25932,3.73333333333333,30,3.75973389355742,108,3.9047619047619,42,Las Vegas,68zB7FYPFA8xy0UfHJGuPw,Phoenix
aj_QeQe_MZIKDieklMrjNQ,BqD7X5CHXnJ14YbBBlLx1w,5,3.46,100,3.46,746,3.8876953125,1024,3.75049782617612,1120,3.57894736842105,19,3.56788693234476,135,3.58823529411765,17,Las Vegas,zuoeE7GdXXlCgr995ImWfQ,Phoenix
AJ_UwA2YQduTea4d3pbEQg,BQjGE1Z3nk253XzIZqt8Gg,4,3.62162162162162,37,3.62162162162162,582,4.2022792022792,702,3.86906598840183,7353,3.65384615384615,26,3,1,3.88888888888889,18,Las Vegas,uWr21MBjmfojZ4MFaVlong,Phoenix
AJ5AX0H41DehmAgWvFOYsg,dVAurLD1bBIi9IvuMFoL5g,4,4.40625,64,4.40625,407,4.11451612903226,620,3.68201006889636,29474,3.875,8,4.35972850678733,77,5,1,Las Vegas,wAm7i46tiGxSlxwTp4shjw,Phoenix
Aj9d4MUYhbb0z5E3SC5Q2g,WNy1uzcmm_UHmTyR--o5IA,4,2.85,20,2.85,212,4.42543859649123,912,3.67408685589897,51375,2.64285714285714,14,3.04411764705882,24,2.53846153846154,13,Phoenix,VyEg9dE0PfOsrZ0dJ3vtzw,Las Vegas
aja7AZQi79Odh4NHpcW63Q,pVH6ngKnMdJSpkFEw0XKlQ,5,3.10526315789474,19,3.10526315789474,326,4.41806451612903,775,3.65925480380758,15329,3.125,8,3.29166666666667,15,2,2,Las Vegas,OIUP77bRiFPIXvkeQv4ejQ,Phoenix
AJawSDkC_1SnDD8RFlkA4g,FdAi2yvDJC1LPZOLhaoo6w,4,3.86666666666667,45,3.86666666666667,15,3.69135802469136,81,3.5852390377306,76938,3.8125,16,3.67989417989418,34,3.77777777777778,18,Phoenix,p9OvcIakpDoDXl0Lez5CJQ,Pittsburgh
AjD7rHdfiFnvwWvfy1UNjg,E4AkhjuG-DY2DTcBrkxkGg,5,3.625,24,3.625,137,3.81364829396325,381,3.8228969819746,12535,3.25,4,3.65277777777778,13,3.625,8,Las Vegas,Blw41bWMv-6HRVbNC91CSA,Charlotte
AjlcTcJJjuG2R7PXnkle8Q,LfKPiwth-lGmCKTxlDoV9g,3,3.39344262295082,61,3.39344262295082,84,3.95053003533569,283,3.82234603927166,25187,4.25,4,3.63003095975232,70,3.53333333333333,30,Phoenix,QEPAhwPFhRwnsgzJgJPYPA,Las Vegas
ajLtHuKCbUD8ocxqGn7emg,JPeCyatOeupk_kSKp_WojQ,1,3.5,22,3.5,8,2.9047619047619,21,3.63944154790568,46583,3.75,4,3.31578947368421,19,2.8,5,Montreal,pJUdG8KPNfZOLdVqiWIpAw,Phoenix
ajOEOU1YLKQL2lOvUH5JLQ,0NHoELbgXkqIoG8lWo0AtQ,3,3.62162162162162,37,3.62162162162162,140,2.89956331877729,229,3.8228969819746,12535,4,1,3.82592592592593,42,3.76190476190476,21,Las Vegas,P1qwZrslRv9KS9vPJNXe4g,Phoenix
AjPhQ4_Zq6eQLE6eAbezLw,ROlYDMi1U3LaHStmuELRxQ,5,3.81589958158996,239,3.81589958158996,58,3.62352941176471,85,3.74662687374739,6191,3.76344086021505,93,3.84367098931572,317,3.70921985815603,141,Las Vegas,PShy2RYNadDUhJf4ErOJ7w,Phoenix
AjPjJBCC1s-Y4NNSfsaQYg,2e2e7WgqU1BnpxmQL5jbfw,5,3.41176470588235,34,3.41176470588235,3094,4.28699551569507,3791,3.82744293524137,10017,3.42105263157895,19,3.43343653250774,36,3.46666666666667,15,Las Vegas,2kceAwjbj3I9XOeQPF3lMw,Phoenix
aJpRYp2_t2MLQBTk3TJGww,uSbUk-3UcgzTPpzyL9dgJQ,4,3.84615384615385,39,3.84615384615385,84,3.17796610169492,236,3.72403228453014,4250,3.88235294117647,17,4.01666666666667,35,4.0625,16,Las Vegas,oSZ4fw1jUgF3D0fSiCHctg,Phoenix
AJsW5dh1vJBASxBdPX5D7w,lliksv-tglfUz1T3B3vgvA,5,4.63636363636364,11,4.63636363636364,1457,4.23565827486587,2423,3.81676598881631,3914,4.66666666666667,6,4.875,12,4.8,5,Las Vegas,lwvg7LhCLwRi4uKjnxOsnA,Phoenix
AJuZFlg1gGq2_35Tc0q0cQ,rNahhyqDlouyDMHh57p3ug,2,4.11111111111111,18,4.11111111111111,394,3.44789762340037,547,3.8228969819746,12535,4.11111111111111,0,4.20913461538461,29,4.11111111111111,0,Las Vegas,kQRXNJHNnvxojBXLulxozQ,Phoenix
ajYjCWr_yZbdVsLtnb0iHw,PXviRcHR1mqdH4vRc2LEAQ,4,3.25,16,3.25,891,4.12242945958871,2091,3.63462667895419,8882,3.2,10,3.08333333333333,16,3,9,Las Vegas,TVMLSvdYuHK3BOwh-kafRQ,Phoenix
AJyNswOgiocM6OUqHT7DWg,M9PFIaQV63vq_vQdnjIzyg,3,4.2,5,4.2,13,3.75862068965517,87,3.57453523677094,68056,4,2,4,3,4,2,Las Vegas,DndepYISbgBh3gGRzr9kbw,Phoenix
ak2GkdwegDS-4vcwHWra4w,lliksv-tglfUz1T3B3vgvA,4,3.83695652173913,184,3.83695652173913,1457,4.23565827486587,2423,3.81676598881631,3914,3.83050847457627,59,3.83365901319003,158,3.68571428571429,70,Las Vegas,kWkgwRxqWD-h260dMTkHUA,Pittsburgh
ak7XWfqT09-4XGR52WlDYg,NVunai1t_GXQCAdDzFWJkQ,4,3.54077253218884,233,3.54077253218884,269,3.55831265508685,403,3.67118442423759,31434,3.525,40,3.59160839160839,328,4.04,25,Las Vegas,vhxFLqRok6r-D_aQz0s-JQ,Phoenix
akqeNah-BI899mDQYajzag,RsHTIOVFfmrnnhp-Z9YP8Q,4,3.79744136460554,469,3.79744136460554,36,4.18620689655172,145,3.7908102444047,21377,4.21428571428571,56,3.82161127403063,755,3.825,80,Madison,5lq4LkrviYgQ4LJNsBYHcA,Las Vegas
akqeNah-BI899mDQYajzag,RsHTIOVFfmrnnhp-Z9YP8Q,4,3.79744136460554,469,3.79744136460554,36,4.18620689655172,145,3.7908102444047,21377,4.21428571428571,56,3.82161127403063,755,3.825,80,Madison,5lq4LkrviYgQ4LJNsBYHcA,Phoenix
aKr2eqhDkkbyW_g0Wwdhlw,YacTpiq0ZptFcXD7I-kdGA,5,4.52631578947368,38,4.52631578947368,754,4.08891108891109,1001,3.74662687374739,6191,5,3,4.46865203761755,51,5,1,Las Vegas,kpFx1hEnRUg4fk6D1APRjQ,Phoenix
akTVs5GzRP85tt-TaZA59Q,Oq-jDJAInZRF-wiHFIM1ww,4,3.95652173913043,46,3.95652173913043,20,3.82608695652174,46,3.80698314727868,7210,4.33333333333333,3,4.00882352941176,47,4,1,Montreal,uCfdp7AH45qanhjzWhYZsw,Phoenix
aKX7gFH547bjMJIAIsQ4OA,BW1JCE3Qj4uIokg7kLUL7w,4,3.64705882352941,17,3.64705882352941,683,3.89601769911504,904,3.69039992993647,66536,3.4,10,3.59920634920635,23,3.5,10,Las Vegas,irc0y-KlZxflkW_JoOhGWQ,Phoenix
aKYZD9YSwJwFwyBwUn5V3Q,mDdqifuTrfXAOfxiLMGu5Q,1,2.57142857142857,7,2.57142857142857,1156,4.11111111111111,1935,3.74662687374739,6191,2.57142857142857,0,3,5,2.57142857142857,0,Las Vegas,U-GL8H8z7VTGO_oInDCiwg,Phoenix
akZ--Rf98ZYy8zFgFk38eQ,uSbUk-3UcgzTPpzyL9dgJQ,5,3.76679841897233,253,3.76679841897233,84,3.17796610169492,236,3.72403228453014,4250,3.8955223880597,134,3.86974876974877,410,3.78846153846154,156,Las Vegas,iwUN95LIaEr75TZE_JC6bg,Phoenix
akzXtlt9OxKLm3Zh0jaoog,usSROUMiAgPcxV3Ym0OxMQ,4,3.46987951807229,83,3.46987951807229,27,3.49382716049383,81,3.78678090543876,6233,3.48979591836735,49,3.49705852121916,133,4.25,4,Pittsburgh,W9ZG5q-QIblXYeHgaPS5Uw,Phoenix
Al_B8yPmcFq6c5OvDn0EAQ,FV0BkoGOd3Yu_eJnXY15ZA,4,3.38461538461538,52,3.38461538461538,187,3.91028446389497,457,3.79707301356934,19953,3.48,25,3.3293023255814,68,3.83333333333333,6,Phoenix,4saZLjsp-_KS4b6yc76zmA,Las Vegas
aL2V0k59D5YkID1JFzOKxg,5rDosv0aIBhLg81IMSnlyg,5,4.93939393939394,33,4.93939393939394,472,4.04503105590062,644,3.74662687374739,6191,5,1,4.93028846153846,29,5,1,Las Vegas,8bwVOeK3Zylt6PnKf-KNnw,Charlotte
alJoK3Ck_jEN8jgW51821Q,WQc22qucCCtOytbx5CHqbw,3,3.49056603773585,53,3.49056603773585,15,3.15,20,3.79707301356934,19953,3.43478260869565,23,3.50722222222222,70,3.32142857142857,28,Phoenix,3DJLAIE0soSxYdvF50L5jQ,Las Vegas
AlkP7gjqL-Mc4nQKXwkQYA,BUpMSaHWxlWTgKTDIzz5Lw,2,3.11111111111111,36,3.11111111111111,212,3.41558441558442,308,3.63462667895419,8882,3.55555555555556,18,3.47840755735493,40,3.46666666666667,15,Las Vegas,5D7a5YZh2mwqx3UQEclUaQ,Phoenix
aLN1W6vPF8-QFqaPRSYDKg,KV-yJLmlODfUG1Mkds6kYw,2,3.4,25,3.4,42,3.60679611650485,206,3.79163516863121,16770,3.52631578947368,19,3.47727272727273,28,3.53333333333333,15,Phoenix,GWXNyNlaNF1X_iyszwrgRA,Las Vegas
aLqyxwgKvZuEnM8DRAfK6w,UpkfQApZT5rctZicZ_ZTgw,5,4.11111111111111,9,4.11111111111111,153,4.39735099337748,302,3.78678090543876,6233,4.11111111111111,0,3.4,8,4.11111111111111,0,Las Vegas,4khJciYf5MAu0-YHV0ikIA,Phoenix
aLrXJdmfKg3Mi9vHAbYx0Q,U6stLkJYMaro_4-3KI84_Q,1,3.50877192982456,57,3.50877192982456,244,4.02972972972973,370,3.63893203076629,69824,1,1,3.73709677419355,51,3.50877192982456,0,Las Vegas,JnRT9i2d71pY8D8ngzCz9Q,Phoenix
aLUo8F2bpBL9dmKam_jFkA,QB4VxZP5ixv0RN118bpcag,2,3.41935483870968,31,3.41935483870968,1,2.2,5,3.79707301356934,19953,3.41935483870968,0,3.41935483870968,0,3.44444444444444,9,Las Vegas,W0q0-VOTmPx4lYtpxI84IQ,Madison
AlxbRD0NWjNkVqQKF92DhQ,55seKyxRWUmHC1s52xk45g,5,3.56521739130435,23,3.56521739130435,13,2.54117647058824,85,3.57453523677094,68056,3.47058823529412,17,3.50576923076923,33,2.9,10,Phoenix,jyvMHvRYDxhZboNdQeKlRw,Las Vegas
alXeVVuyyPlqy4MOeeqwjA,2QB0rK7bjym4kHT0YxyXjw,2,2.42857142857143,7,2.42857142857143,3,2.25,4,3.72324554258036,14899,2.42857142857143,0,2.8,5,3.5,2,Las Vegas,EyU2ZANeOg7dNz1oDT7buA,Phoenix
aM0fQVuIMO4vmhxjEZuACQ,NEdZVFD-w-96pje_ajFalQ,3,3.76666666666667,60,3.76666666666667,33,4.29064039408867,203,3.71113773366452,11948,3.70967741935484,31,3.625,16,3.72413793103448,29,Charlotte,hEk0VssowoyeEF2R0ZB-7w,Pittsburgh
aM3S0rzjxd4JiqQ8myufCw,H6CJflwclNpttYrtsBMsVg,5,3.53846153846154,13,3.53846153846154,455,3.51136363636364,616,3.79289597396427,26186,3.53846153846154,0,3.33333333333333,12,3,1,Las Vegas,5BgUlwPWy0vyPkgcwQPGcA,Phoenix
AM5wRYX4zM9gfOyyn7mfOg,ME8gcI4BXjmFq7zEMtk3ag,4,3.61111111111111,18,3.61111111111111,199,3.63787375415282,301,3.74934332770262,41737,3.61111111111111,0,3.88392857142857,15,3.42857142857143,7,Las Vegas,odIGdKmOHssrNxmbb6Al6w,Phoenix
aM9A4Ea7RHl80m5qTTFLZg,a4cMKOjdVLTmJNhRl6-17g,3,3.28571428571429,21,3.28571428571429,368,3.5530303030303,528,3.81676598881631,3914,3.75,4,3.39583333333333,28,3.33333333333333,12,Las Vegas,r8xfTpifZ7gP5Cd5CSQaIQ,Phoenix
aMBswLg5NTmUWyRPEKlnjg,NYg-hgqjQvq5RDRcV7iv8A,4,3.94152046783626,171,3.94152046783626,267,3.41891891891892,370,3.82234603927166,25187,1,1,4.05204802259887,237,3.95833333333333,96,Las Vegas,Pv7DGHzZ-uqIUdOsqPpsVg,Phoenix
aMehjhHpUDsSK671WCOM-Q,tK9gTB4bj4Z-iQ1daqkK7w,5,4.23636363636364,55,4.23636363636364,147,4.34136546184739,249,3.76706037666211,13848,4.34821428571429,23,4.16845878136201,49,2,1,Montreal,3Kn23qXbgPFmtV-CbHPJ2A,Charlotte
amUgHEwutmTNNFEafAHrRA,QbmcCE_cLq4WO8ZMKImaLw,1,2.4,100,2.4,1928,3.875,2600,3.79607907670085,32855,2.29090909090909,55,2.34003018298434,87,2.34,50,Las Vegas,0Hmez6GVD2c_mGkhCgP9PQ,Phoenix
amUkld2p4-rkSaebVWzDLg,BQjGE1Z3nk253XzIZqt8Gg,4,3.71538461538462,130,3.71538461538462,582,4.2022792022792,702,3.86906598840183,7353,3.69642857142857,56,3.5,2,3.80281690140845,71,Las Vegas,kNO6w6EIKo8u6GSykOHBLA,Phoenix
